Código UFCD;UFCD;Carga Horária UFCD;Componente;Código Área de Formação;Designação Área de Formação;Código Qualificação;Qualificação;Nível QNQ;Nível QEQ
6637;Instalações elétricas – verificação e testes;25;Tecnológica;521;Metalurgia e Metalomecânica;521057;Eletromecânico/a de Manutenção Industrial;2;2
6637;Instalações elétricas – verificação e testes;25;Tecnológica;811;Hotelaria e Restauração;811378;Técnico/a de Manutenção - Hotelaria;4;4
6638;Eletrónica digital – introdução;25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6638;Eletrónica digital – introdução;25;Tecnológica;840;Serviços de Transporte;840386;Técnico/a de Manutenção e Operação Ferroviária;4;4
6639;Comunicações industriais;25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6640;Autómatos programáveis – complementos;25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6641;Interface Homem - máquina (HMI);25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6642;Engrenagens - conceitos;25;Tecnológica;521;Metalurgia e Metalomecânica;521043;Operador/a de Máquinas Ferramentas;2;2
6642;Engrenagens - conceitos;25;Tecnológica;521;Metalurgia e Metalomecânica;521046;Serralheiro/a Mecânico/a;2;2
6642;Engrenagens - conceitos;25;Tecnológica;521;Metalurgia e Metalomecânica;521047;Serralheiro/a Mecânico/a de Manutenção;2;2
6643;Engrenagens - fresagem;50;Tecnológica;521;Metalurgia e Metalomecânica;521043;Operador/a de Máquinas Ferramentas;2;2
6643;Engrenagens - fresagem;50;Tecnológica;521;Metalurgia e Metalomecânica;521046;Serralheiro/a Mecânico/a;2;2
6643;Engrenagens - fresagem;50;Tecnológica;521;Metalurgia e Metalomecânica;521047;Serralheiro/a Mecânico/a de Manutenção;2;2
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521043;Operador/a de Máquinas Ferramentas;2;2
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521044;Operador/a de Máquinas - Ferramenta CNC;2;2
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521046;Serralheiro/a Mecânico/a;2;2
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521047;Serralheiro/a Mecânico/a de Manutenção;2;2
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521048;Serralheiro/a de Moldes, Cunhos e Cortantes;2;2
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521336;Técnico/a de Fabrico e Manutenção de Cunhos e Cortantes;4;4
6644;Retificação - superfícies;50;Tecnológica;521;Metalurgia e Metalomecânica;521338;Técnico/a de Produção e Montagem de Moldes;4;4
6645;Introdução ao CAM;25;Tecnológica;521;Metalurgia e Metalomecânica;521044;Operador/a de Máquinas - Ferramenta CNC;2;2
6646;Eletrónica básica;50;Tecnológica;521;Metalurgia e Metalomecânica;521057;Eletromecânico/a de Manutenção Industrial;2;2
6647;Eletrónica analógica – complementos;25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6648;Automatismos industriais – projeto integrado;50;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521043;Operador/a de Máquinas Ferramentas;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521044;Operador/a de Máquinas - Ferramenta CNC;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521046;Serralheiro/a Mecânico/a;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521047;Serralheiro/a Mecânico/a de Manutenção;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521048;Serralheiro/a de Moldes, Cunhos e Cortantes;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521050;Soldador/a;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521052;Técnico/a de Maquinação e Programação CNC;4;4
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521057;Eletromecânico/a de Manutenção Industrial;2;2
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521336;Técnico/a de Fabrico e Manutenção de Cunhos e Cortantes;4;4
6649;Construções metalomecânicas – serralharia;25;Tecnológica;521;Metalurgia e Metalomecânica;521338;Técnico/a de Produção e Montagem de Moldes;4;4
6649;Construções metalomecânicas – serralharia;25;Tecnológica;811;Hotelaria e Restauração;811378;Técnico/a de Manutenção - Hotelaria;4;4
6650;Tecnologia de moldes, cunhos e cortantes;50;Tecnológica;521;Metalurgia e Metalomecânica;521048;Serralheiro/a de Moldes, Cunhos e Cortantes;2;2
6672;Organização, análise da informação e probabilidades;50;Formação Científica;;;;;;
6672;Organização, análise da informação e probabilidades;50;Formação Científica;212;Artes do Espetáculo;212376;Intérprete/Ator/Atriz;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213006;Técnico/a de Multimédia;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213349;Técnico/a de Fotografia;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213350;Técnico/a de Som;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213351;Técnico/a de Vídeo;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213356;Técnico/a de Animação 2D e 3D;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213375;Técnico/a de Desenho Digital 3D;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;213;Audiovisuais e Produção dos Media;213377;Técnico/a de Design de Comunicação Gráfica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;215;Artesanato;215019;Técnico/a de Vidro Artístico;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;215;Artesanato;215315;Técnico/a de Ourivesaria;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341024;Técnico/a Comercial;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341025;Técnico/a de Vendas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341027;Técnico/a de Marketing;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341028;Técnico/a de Vitrinismo;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341029;Técnico/a de Logística;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341340;Técnico/a de Distribuição;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;341;Comércio;341346;Técnico/a de Comunicação e Serviço Digital;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;342;Marketing e Publicidade;342030;Técnico/a de Organização de Eventos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;342;Marketing e Publicidade;342360;Técnico/a de Comunicação - Marketing, Relações Públicas e Publicidade;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;343;Finanças, Banca e Seguros;343031;Técnico/a Comercial Bancário/a;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;343;Finanças, Banca e Seguros;343303;Técnico/a de Banca e Seguros;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;344;Contabilidade e Fiscalidade;344032;Técnico/a de Contabilidade;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;345;Gestão e Administração;345033;Técnico/a de Apoio à Gestão;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;346;Secretariado e Trabalho Administrativo;346035;Técnico/a Administrativo/a;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;346;Secretariado e Trabalho Administrativo;346036;Técnico/a de Secretariado;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;347;Enquadramento na Organização/Empresa;347037;Técnico/a da Qualidade;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;347;Enquadramento na Organização/Empresa;347242;Técnico/a de Relações Laborais;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;481;Ciências Informáticas;481039;Técnico/a de Informática - Sistemas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;481;Ciências Informáticas;481040;Programador/a de Informática;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;481;Ciências Informáticas;481041;Técnico/a de Informática - Instalação e Gestão de Redes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521051;Técnico/a de Manutenção Industrial de Metalurgia e Metalomecânica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521052;Técnico/a de Maquinação e Programação CNC;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521053;Técnico/a de Planeamento Industrial de Metalurgia e Metalomecânica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521054;Técnico/a de Desenho de Construções Mecânicas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521055;Técnico/a de Desenho de Moldes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521056;Técnico/a de Desenho de Cunhos e Cortantes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521221;Técnico/a de CAD/CAM;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521222;Técnico/a de Projeto de Moldes e Modelos - Fundição;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521223;Técnico/a de Laboratório - Fundição;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521261;Técnico/a de Produção Aeronáutica - Processos Especiais;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521262;Técnico/a de Produção Aeronáutica - Maquinação CNC;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521263;Técnico/a de Produção Aeronáutica - Produção e Transformação de Compósitos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521318;Técnico/a de Projeto Aeronáutico;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521323;Técnico/a de Soldadura;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521329;Técnico/a de Fabrico de Componentes de Construção Metálica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521336;Técnico/a de Fabrico e Manutenção de Cunhos e Cortantes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521338;Técnico/a de Produção e Montagem de Moldes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;521;Metalurgia e Metalomecânica;521364;Técnico/a de Produção Aeronáutica - Qualidade e Controlo Industrial;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522063;Desenhador/a de Sistemas de Refrigeração e Climatização;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522064;Técnico/a de Refrigeração e Climatização;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522212;Técnico/a Instalador/a de Sistemas Solares Fotovoltaicos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522213;Técnico/a Instalador/a de Sistemas Eólicos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522237;Técnico/a de Eletrotecnia;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522238;Técnico/a de Instalações Elétricas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522309;Técnico/a de Redes Elétricas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522348;Técnico/a Instalador/a de Sistemas Térmicos de Energias Renováveis;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;522;Eletricidade e Energia;522382;Técnico/a Supervisor/a de Redes e Aparelhos a Gás;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523077;Técnico/a de Eletrónica e Telecomunicações;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523079;Técnico/a de Eletrónica, Áudio, Vídeo e TV;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523080;Técnico/a de Eletrónica, Automação e Computadores;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523267;Técnico/a de Mecatrónica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523268;Técnico/a de Eletrónica, Automação e Comando;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523269;Técnico/a de Eletrónica, Automação e Instrumentação;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;523;Eletrónica e Automação;523270;Técnico/a de Eletrónica Médica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;524;Tecnologia dos Processos Químicos;524082;Técnico/a de Análise Laboratorial;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;524;Tecnologia dos Processos Químicos;524210;Técnico/a de Química Industrial;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;524;Tecnologia dos Processos Químicos;524RA001;Técnico/a de Fabrico de Produtos Biotecnológicos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525089;Técnico/a de Mecatrónica Automóvel;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525091;Técnico/a de Aprovisionamento e Venda de Peças;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525092;Técnico/a de Receção/Orçamentação de Oficina;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525093;Técnico/a de Produção Automóvel;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525094;Técnico/a de Construção Naval/Embarcações de Recreio;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525260;Técnico/a de Produção Aeronáutica - Montagem de Estruturas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525327;Técnico/a de Reparação e Pintura de Carroçarias;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525365;Mecânico/a de Aeronaves e de Material de Voo;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;525;Construção e Reparação de Veículos a Motor;525383;Técnico/a de Mecatrónica de Motociclos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;541;Indústrias Alimentares;541097;Técnico/a de Controlo de Qualidade Alimentar;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;541;Indústrias Alimentares;541354;Técnico/a de Indústrias Alimentares;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542103;Técnico/a de Desenho de Vestuário;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542107;Técnico/a de Design de Moda;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542108;Técnico/a de Enobrecimento Têxtil;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542109;Técnico/a de Tecelagem;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542110;Técnico/a de Malhas - Máquinas Retas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542115;Modelista de Vestuário;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542120;Técnico/a de Gestão da Produção de Calçado e de Marroquinaria;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542122;Técnico/a de Manutenção de Máquinas de Calçado e de Marroquinaria;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542256;Técnico/a de Máquinas de Confeção;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542265;Técnico/a de Fabrico Manual de Calçado;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542266;Alfaiate;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;542;Indústrias do Têxtil, Vestuário, Calçado e Couro;542317;Técnico/a de Modelação de Calçado;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543128;Técnico/a de Desenho de Mobiliário e Construções em Madeira;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543129;Técnico/a de Transformação de Polímeros/Processos de Produção;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543131;Técnico/a de Pintura Cerâmica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543132;Técnico/a de Cerâmica Criativa;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543134;Técnico/a de Modelação Cerâmica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543136;Técnico/a de Cerâmica;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543137;Técnico/a de Laboratório Cerâmico;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543218;Técnico/a de Gestão da Produção da Indústria da Cortiça;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543299;Técnico/a de Vidro;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543301;Técnico/a de Acabamento de Madeira e Mobiliário;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543302;Técnico/a de Programação e Operação em Máquinas de Transformação da Madeira;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543326;Técnico/a de Gestão da Produção em Madeira e Mobiliário;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543332;Técnico/a de Preparação de Cortiça;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e Outros);543333;Técnico/a Industrial de Rolhas de Cortiça;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;582;Construção Civil e Engenharia Civil;582144;Técnico/a de Topografia;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;582;Construção Civil e Engenharia Civil;582145;Técnico/a de Medições e Orçamentos;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;582;Construção Civil e Engenharia Civil;582146;Técnico/a de Desenho da Construção Civil;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;582;Construção Civil e Engenharia Civil;582150;Técnico/a de Obra/Condutor/a de Obra;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;582;Construção Civil e Engenharia Civil;582296;Técnico/a de Ensaios da Construção Civil e Obras Públicas;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;621;Produção Agrícola e Animal;621312;Técnico/a de Produção Agropecuária;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;621;Produção Agrícola e Animal;621313;Técnico/a Vitivinícola;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;621;Produção Agrícola e Animal;621330;Técnico/a de Gestão Equina;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;621;Produção Agrícola e Animal;621369;Técnico/a Apícola;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;622;Floricultura e Jardinagem;622163;Técnico/a de Jardinagem e Espaços Verdes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;623;Silvicultura e Caça;623165;Técnico/a de Gestão Cinegética;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;623;Silvicultura e Caça;623166;Técnico/a de Recursos Florestais e Ambientais;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;624;Pescas;624220;Técnico/a de Aquicultura;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;724;Ciências Dentárias;724310;Técnico/a Assistente Dentário;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;725;Tecnologias de Diagnóstico e Terapêutica;725209;Técnico/a de Ótica Ocular;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;727;Ciências Farmacêuticas;727366;Técnico/a Auxiliar de Farmácia;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;729;Saúde - Programas não Classificados Noutra Área de Formação;729173;Técnico/a de Termalismo;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;729;Saúde - Programas não Classificados Noutra Área de Formação;729281;Técnico/a Auxiliar de Saúde;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;761;Serviços de Apoio a Crianças e Jovens;761175;Técnico/a de Ação Educativa;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;761;Serviços de Apoio a Crianças e Jovens;761337;Técnico/a de Juventude;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;762;Trabalho Social e Orientação;762176;Animador/a Sociocultural;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;762;Trabalho Social e Orientação;762319;Técnico/a de Apoio Familiar e de Apoio à Comunidade;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;762;Trabalho Social e Orientação;762335;Técnico/a de Geriatria;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;762;Trabalho Social e Orientação;762387;Mediador/a Intercultural;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;811;Hotelaria e Restauração;811183;Técnico/a de Cozinha/Pastelaria;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;811;Hotelaria e Restauração;811184;Técnico/a de Restaurante/Bar;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;811;Hotelaria e Restauração;811378;Técnico/a de Manutenção - Hotelaria;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;811;Hotelaria e Restauração;811RA002;Técnico/a de Alojamento Hoteleiro;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;812;Turismo e Lazer;812185;Técnico/a de Informação e Animação Turística;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;812;Turismo e Lazer;812186;Acompanhante de Turismo Equestre;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;812;Turismo e Lazer;812187;Técnico/a de Agências de Viagens e Transportes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;812;Turismo e Lazer;812188;Técnico/a de Turismo Ambiental e Rural;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;813;Desporto;813189;Técnico/a de Apoio à Gestão Desportiva;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;813;Desporto;813353;Técnico/a de Desporto;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;815;Cuidados de Beleza;815198;Esteticista;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;815;Cuidados de Beleza;815343;Técnico/a de Massagem de Estética e Bem-Estar;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;815;Cuidados de Beleza;815368;Cabeleireiro/a;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;840;Serviços de Transporte;840252;Técnico/a de Gestão de Transportes;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;840;Serviços de Transporte;840381;Técnico/a de Condução de Veículos de Transporte Rodoviário;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;840;Serviços de Transporte;840386;Técnico/a de Manutenção e Operação Ferroviária;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;850;Proteção do Ambiente - Programas Transversais;850357;Técnico/a de Gestão do Ambiente;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;861;Proteção de Pessoas e Bens;861264;Técnico/a de Proteção Civil;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;861;Proteção de Pessoas e Bens;861280;Técnico/a de Socorros e Emergências de Aeródromo;4;4
6672;Organização, análise da informação e probabilidades;50;Formação Científica;862;Segurança e Higiene no Trabalho;862208;Técnico/a de Segurança no Trabalho;4;4
6673;Operações numéricas e estimação;25;Formação Científica;;;;;;
6673;Operações numéricas e estimação;25;Formação Científica;212;Artes do Espetáculo;212376;Intérprete/Ator/Atriz;4;4
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213006;Técnico/a de Multimédia;4;4
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213349;Técnico/a de Fotografia;4;4
6673;Operações numéricas e estimação;25;Formação Científica;213;Audiovisuais e Produção dos Media;213350;Técnico/a de Som;4;4
